GEOID,Year,prevalence,prevalence_upper,prevalence_lower,tenure,hh_size,total_by_Tenure,count_value,count_upper,count_lower,county_total_by_tenure_size,distribution,distribution_upper,distribution_lower
Fairwood,2020,0.30944526964825464,0.3507127828833751,0.270597121564462,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Central/Military Rd,2020,0.27863258390385676,0.31773819942599607,0.24227442868792745,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Dash Point/Woodmont,2020,0.2734473349677463,0.31211208059645684,0.2375581360231356,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Fremont/Greenlake,2020,0.33127454423338587,0.37392379270626747,0.29084335028575303,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Issaquah,2020,0.3176626443893603,0.3594833632764357,0.27821099840334074,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kenmore/LFP,2020,0.31045622564312775,0.35182470649937825,0.27151921255503897,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kent-East,2020,0.27523937614233435,0.31405297744693,0.2392003123078672,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kent-SE,2020,0.261251444455776,0.29890429822262576,0.22647627605287243,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kent-West,2020,0.2601281029452107,0.2976903545815553,0.22547020438778512,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland,2020,0.34198872717385476,0.38519084692016176,0.30081823199114704,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland North,2020,0.31539368336265444,0.3570711499133483,0.2761282942252277,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Mercer Isle/Pt Cities,2020,0.2920533321956001,0.3321332456404982,0.2545977505857227,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
NE Seattle,2020,0.3075932903853024,0.3488135430177133,0.2689131906718909,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Newcastle/Four Creeks,2020,0.32523293396221475,0.3674521057990025,0.2852134004461151,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
North Highline,2020,0.27100068108733144,0.30946467025490726,0.23533637524533407,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
North Seattle,2020,0.31583243410217254,0.3575430221524954,0.2765079472145172,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
NW Seattle,2020,0.3193844673251845,0.3613345750778697,0.27980610148571444,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
QA/Magnolia,2020,0.3200555439542583,0.3620356398019728,0.2804018559019722,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Redmond,2020,0.3356171944387984,0.3784992281153643,0.2948815064656074,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Renton-East,2020,0.28837469359993234,0.32821079354409377,0.2512273984184817,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Renton-North,2020,0.2750551919854134,0.31389785299206374,0.2390559658515184,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Renton-South,2020,0.28474262743730805,0.324262713693225,0.24786585267313052,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Sammamish,2020,0.2961612875094732,0.3365731371200281,0.25839720286041046,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
SE Seattle,2020,0.2568397470472769,0.29410794297806653,0.22247462959469963,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
SeaTac/Tukwila,2020,0.2597349042397183,0.29724551265277427,0.22509059963248015,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Shoreline,2020,0.2970947133846381,0.3375679688178849,0.2592096645354665,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Snoqualmie/North Bend/Skykomish,2020,0.3004220316284101,0.3410758008576946,0.2622860562081269,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Vashon Island,2020,0.28834377190730254,0.32812619547290356,0.25120862632145385,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
West Seattle,2020,0.31476837287720766,0.35640013349827676,0.2754591052626313,Renter Occupied,2,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-North,2000,0.1570455878295815,0.16664381970573566,0.14790975022093436,Renter Occupied,3,4252.291196788628,667.8035706222248,708.6180475339311,628.9553287836841,35888.11681886658,0.018607930140016618,0.019745200092566757,0.01752544810189201
Auburn-South,2000,0.17520704011053928,0.18565351749230377,0.16522570033175746,Renter Occupied,3,3421.6564234255898,599.4982942236117,635.2425506590963,565.3455788551495,35888.11681886658,0.016704646199447615,0.017700637619557282,0.015753002078892703
Ballard,2000,0.10170283956182216,0.1083761349964151,0.09539165943443308,Renter Occupied,3,10460.122023078819,1063.8241119102677,1133.6275964521647,997.8083976681478,35888.11681886658,0.029642795616152514,0.03158782619254656,0.02780330889760129
Beacon/Gtown/S.Park,2000,0.14941173011403705,0.15856203574338512,0.14068084167486583,Renter Occupied,3,5104.884101202242,762.729565592268,809.4408153206683,718.1593920097724,35888.11681886658,0.021252983806363916,0.022554563656991353,0.020011063707645757
Bear Creek/Carnation/Duvall,2000,0.16950214039935765,0.1796497435321394,0.15980338359752577,Renter Occupied,3,2194.246333646663,371.92945011655246,394.1957910859602,350.6479885632022,35888.11681886658,0.010363582240710581,0.010984019949431541,0.00977058758287547
Bellevue-Central,2000,0.16122623534937475,0.1710251950791885,0.15187976198299274,Renter Occupied,3,8203.594379796341,1322.6346381878527,1403.0213291552036,1245.9599618084853,35888.11681886658,0.0368543895703253,0.03909431459545482,0.03471789751736088
Bellevue-NE,2000,0.16563514547195798,0.17556807898241208,0.15614373208258014,Renter Occupied,3,4444.478373461213,736.1618219352192,780.3085301074606,693.9774403925492,35888.11681886658,0.020512690193546596,0.021742810692625923,0.019337248702548843
Bellevue-South,2000,0.16537432832472018,0.17535091421647753,0.15584650107511389,Renter Occupied,3,1603.516550634465,265.1804725187468,281.178093115006,249.90244383241705,35888.11681886658,0.007389088534713528,0.007834852258594665,0.006963375790758738
Bellevue-West,2000,0.1160389236693302,0.1235074261679099,0.10898439731046287,Renter Occupied,3,4033.54658689851,468.0484045138036,498.17295727619273,439.5936437968087,35888.11681886658,0.01304187697772283,0.013881278858697329,0.012249002811028297
Black Diamond/Enumclaw/SE County,2000,0.16940290831085525,0.17957472010196235,0.15969480423646945,Renter Occupied,3,3639.9521488393907,616.6184801257399,653.64338831237,581.2814458390228,35888.11681886658,0.0171816895056912,0.018213365488398824,0.016197045076866222
Bothell/Woodinville,2000,0.1355947240837176,0.1441302088879553,0.12749405227417612,Renter Occupied,3,4081.5559192054125,553.4374486969223,588.2755072229465,520.3741037231479,35888.11681886658,0.015421189456393463,0.016391930236743065,0.014499899962696964
Burien,2000,0.14382575283021193,0.15276426111166402,0.1353234556852857,Renter Occupied,3,6925.770259058334,996.1041214381568,1058.0101762541842,937.2191647381501,35888.11681886658,0.027755820303017383,0.029480793923909163,0.026115027697565026
Capitol Hill/E.lake,2000,0.05225993195905462,0.0559080089854753,0.04885145749111035,Renter Occupied,3,15808.734134027249,826.1633702030483,883.8348500141855,772.2797035366973,35888.11681886658,0.023020527222780595,0.02462750705129082,0.02151909244596266
Central Seattle,2000,0.11378948370032849,0.12112819254858335,0.10682816122520113,Renter Occupied,3,8725.004819181675,992.8137936575607,1056.8440637251556,932.0762215141967,35888.11681886658,0.027664137370831142,0.02944830092532375,0.02597172279109945
Covington/Maple Valley,2000,0.18932764905761812,0.20035701181527404,0.17875321773635217,Renter Occupied,3,1731.2485386173762,327.77321575086484,346.8677839069376,309.46624697921334,35888.11681886658,0.00913319630019017,0.009665254536972173,0.008623084029210616
Delridge,2000,0.15550644201035224,0.16500534241270493,0.1464467957171541,Renter Occupied,3,5172.442151358975,804.348075462206,853.4805882948958,757.4875790988649,35888.11681886658,0.0224126576360049,0.023781704473448892,0.021106919120945613
Des Moines/Normandy Park,2000,0.13929790082675567,0.14800712529382315,0.13102781719899448,Renter Occupied,3,5265.297435697809,733.4448800212043,779.3015372745714,689.9004299029469,35888.11681886658,0.020436984301043855,0.021714751465167107,0.01922364534714907
Downtown,2000,0.03243976933947987,0.03477540814812629,0.0302716721996271,Renter Occupied,3,16821.579999405865,545.6881751063341,584.977310175697,509.2173556218178,35888.11681886658,0.015205260779229932,0.016300028032347775,0.014189024132749127
East Federal Way,2000,0.1874789612121082,0.19844636101890095,0.17696854791719102,Renter Occupied,3,2863.325589331937,536.8133070999991,568.2165436152229,506.7185717582081,35888.11681886658,0.01495796811544576,0.015832999721972267,0.014119397078305968
Fairwood,2000,0.17416566574238293,0.18452595220846457,0.1642622128094443,Renter Occupied,3,1705.0673329211181,296.96418717379584,314.6291731868164,280.07813309472033,35888.11681886658,0.00827472192738963,0.008766945749056804,0.007804202558421279
Fed Way-Central/Military Rd,2000,0.1666929084148155,0.17679589293056,0.15705733389116835,Renter Occupied,3,9717.587437687525,1619.852912763408,1718.0295481767587,1526.2183748175128,35888.11681886658,0.045136191484749136,0.047871822220372985,0.04252712346319524
Fed Way-Dash Point/Woodmont,2000,0.16721598644537072,0.17728292869173284,0.1576070621026186,Renter Occupied,3,4268.104869431181,713.6953659942252,756.6621312162058,672.683469216929,35888.11681886658,0.01988667640590803,0.02108391853033716,0.018743905471888554
Fremont/Greenlake,2000,0.1023522862481544,0.10903861923724407,0.09602539839233508,Renter Occupied,3,13364.4391073889,1367.8808970654977,1457.2399871499124,1283.3255895771222,35888.11681886658,0.03811514836427402,0.04060508369678047,0.035759067438792744
Issaquah,2000,0.12966709989561476,0.1378560463754254,0.1219108614182776,Renter Occupied,3,1855.9585114086883,240.65675770094686,255.85510261962162,226.26150088241738,35888.11681886658,0.006705750511111585,0.007129242916561093,0.0063046356548714325
Kenmore/LFP,2000,0.15190233829789898,0.16123449449552946,0.1430082478336074,Renter Occupied,3,3452.686548960781,524.4711601968459,556.6921703732056,493.762653685546,35888.11681886658,0.014614061886945499,0.015511880246682362,0.013758388498835141
Kent-East,2000,0.18076065943765737,0.1914541152765483,0.1705275999863674,Renter Occupied,3,3236.9934797802384,585.1210760004732,619.7357228272809,551.9967292784439,35888.11681886658,0.01630403397742151,0.017268549530062897,0.01538104470804264
Kent-SE,2000,0.1677847773097028,0.1778815193742507,0.15815075293713518,Renter Occupied,3,8069.840537533953,1353.9963975149465,1435.4754959244594,1276.2513570936103,35888.11681886658,0.03772826544086434,0.03999862971828664,0.035561948361210134
Kent-West,2000,0.1600230412663438,0.16973311899974394,0.1507670215449908,Renter Occupied,3,4873.417775352753,779.859133773407,827.1803991994162,734.7506827343497,35888.11681886658,0.021730288543962573,0.0230488661016775,0.02047336967951707
Kirkland,2000,0.12828563488276054,0.13639560119306013,0.12059364016207512,Renter Occupied,3,7869.049379654505,1009.4859955927711,1073.3037209558531,948.9573093076558,35888.11681886658,0.028128697883141048,0.029906939011957612,0.026442103777615425
Kirkland North,2000,0.14829611938827497,0.1574467442102402,0.13958276639343548,Renter Occupied,3,3790.404554925854,562.1022864071457,596.7868564127403,529.0751535268292,35888.11681886658,0.015662629756924035,0.016629093675347328,0.014742349290634595
Mercer Isle/Pt Cities,2000,0.124875402104615,0.13281617008598673,0.11734991925619188,Renter Occupied,3,1818.932044826892,227.13987049872773,241.58358784058012,213.45152859293577,35888.11681886658,0.006329110876592974,0.006731576055101846,0.005947693763656139
NE Seattle,2000,0.11600305148332368,0.12346990151632908,0.10892196708311076,Renter Occupied,3,10614.54056054088,1231.319095116251,1310.5762776510628,1156.1566375375778,35888.11681886658,0.03430993889512028,0.03651839087199152,0.03221558387621442
Newcastle/Four Creeks,2000,0.157080532668841,0.16659680490824363,0.14800780609123065,Renter Occupied,3,2309.49122665354,362.77611207675307,384.75385932410006,341.82272964393553,35888.11681886658,0.010108530183061588,0.0107209264076468,0.009524677245372691
North Highline,2000,0.1713229385799707,0.1815976311636119,0.16149497000136132,Renter Occupied,3,3128.275807850378,535.9454040895585,568.087476332063,505.2008077447811,35888.11681886658,0.014933784539171165,0.015829403342596575,0.01407710553035188
North Seattle,2000,0.1174442614849135,0.12497304073003068,0.11031462882405708,Renter Occupied,3,9115.694948838429,1070.5860611880858,1139.21611612372,1005.5945047544433,35888.11681886658,0.029831213116907618,0.0317435468089211,0.028020263917158134
NW Seattle,2000,0.11810134257477488,0.1256850307814753,0.11091327379888748,Renter Occupied,3,9563.391571469447,1129.4493841588278,1201.9751640354389,1060.7070678123634,35888.11681886658,0.03147140291198199,0.033492288550608866,0.029555941125747335
QA/Magnolia,2000,0.06634734832946187,0.07089027953681938,0.06207920253197697,Renter Occupied,3,14837.559220135436,984.4327099373444,1051.8387207595129,921.1038439069899,35888.11681886658,0.02743060369832007,0.02930883016426639,0.02566598433002092
Redmond,2000,0.1432700543722286,0.15217546666340076,0.1348059674304564,Renter Occupied,3,7952.26943855496,1139.322074844381,1210.1403128452012,1072.0133749320537,35888.11681886658,0.03174649928261025,0.03371980533146904,0.029870984324496242
Renton-East,2000,0.1513071942423543,0.16061374252351168,0.14244771527976166,Renter Occupied,3,5847.737425380638,884.8047425003531,939.2269931851889,832.9968358014277,35888.11681886658,0.024654532500719188,0.026170974585421322,0.02321093748121987
Renton-North,2000,0.12642136405669732,0.13447655565939123,0.1187916567599773,Renter Occupied,3,2312.481605875319,292.34707897077976,310.97456138381074,274.703521188902,35888.11681886658,0.008146069085940203,0.008665112269706213,0.007654442348573967
Renton-South,2000,0.14933406565013757,0.15851322145831193,0.1406004050714593,Renter Occupied,3,7381.947627142585,1102.376251577588,1170.1362990149128,1037.904826592545,35888.11681886658,0.03071702695188683,0.03260511842738334,0.028920570890666315
Sammamish,2000,0.15681287872358332,0.16634841443422949,0.14772517053830175,Renter Occupied,3,1076.6910776563668,168.8390273832921,179.10585360361847,159.05437306385468,35888.11681886658,0.004704594231997497,0.004990672943570601,0.004431950939823037
SE Seattle,2000,0.16966130476712446,0.17984851876140556,0.1599180955101827,Renter Occupied,3,5066.409670682081,859.5736752126992,911.1862747106328,810.2105856098503,35888.11681886658,0.02395148454155768,0.025389637447669505,0.022576012826170864
SeaTac/Tukwila,2000,0.148210345426492,0.1573265066205755,0.13953359218057043,Renter Occupied,3,8939.265686088722,1324.8916551943964,1406.3834421455208,1247.3278526364709,35888.11681886658,0.03691727994203066,0.03918799777775403,0.03475601294244405
Shoreline,2000,0.1388410571205833,0.14752810657857435,0.1305801535416696,Renter Occupied,3,6302.239803208149,875.0096365048364,929.7575053714253,822.9474411593418,35888.11681886658,0.02438159797910708,0.02590711321143066,0.022930917365012415
Snoqualmie/North Bend/Skykomish,2000,0.18560361641393425,0.19645217418208277,0.17520710110424306,Renter Occupied,3,2479.996572414791,460.29633253434656,487.2007186149988,434.51301020125453,35888.11681886658,0.012825870325198179,0.013575544269262817,0.012107434123509892
Vashon Island,2000,0.13881544852604888,0.14748899504916288,0.13057211989356204,Renter Occupied,3,850,117.99313124714155,125.36564579178845,110.98630190952774,35888.11681886658,0.0032878050370453516,0.0034932355582916247,0.0030925641060993653
West Seattle,2000,0.0981274714209495,0.10461234046507902,0.09202285483168283,Renter Occupied,3,8926.279213979387,875.913208465178,933.7989602191695,821.4216962950932,35888.11681886658,0.024406775448432155,0.026019725831037926,0.022888403435626002
Auburn-North,2001,0.15859025708804905,0.18388961802467016,0.1365234329155393,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-South,2001,0.1769055921274476,0.2043932714435398,0.1527637021091675,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Ballard,2001,0.10277412066365366,0.1204509187356019,0.08764776619412386,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Beacon/Gtown/S.Park,2001,0.15090282718500392,0.17516649945925608,0.12976029397723018,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bear Creek/Carnation/Duvall,2001,0.17113347323046924,0.19792368469629032,0.14763699574850483,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-Central,2001,0.16286409812902575,0.18867251757218675,0.14030139669269998,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-NE,2001,0.1673138243289126,0.19362624333445363,0.14426855997083315,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-South,2001,0.1670154254940169,0.1933329310325846,0.1439753409719996,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-West,2001,0.11730379423445196,0.13710387713117206,0.1002962362936097,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Black Diamond/Enumclaw/SE County,2001,0.17104973457313863,0.19785601629665617,0.1475571498391475,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bothell/Woodinville,2001,0.13695923604926616,0.1594700899155497,0.1174744745209757,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Burien,2001,0.1452789516627828,0.1688757606657019,0.12478491896701184,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Capitol Hill/E.lake,2001,0.05285503586563716,0.06256863122071808,0.04471641379381094,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Central Seattle,2001,0.11496773723816583,0.1344167036601071,0.09824963780364358,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Covington/Maple Valley,2001,0.19109500366614773,0.2201793882810963,0.16540749294020785,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Delridge,2001,0.1570307147304918,0.1820843128088039,0.1351534956358409,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Des Moines/Normandy Park,2001,0.14069057781965572,0.16369058549538237,0.1207599649050932,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Downtown,2001,0.03280873655226545,0.0390034502128645,0.02766817375947121,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
East Federal Way,2001,0.18925168133550135,0.21813726599699268,0.16375695648429744,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fairwood,2001,0.1758888177948549,0.20323062313304893,0.15186609734499992,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Central/Military Rd,2001,0.16832154603450503,0.1948202901473513,0.14512106298731628,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Dash Point/Woodmont,2001,0.16884528016372977,0.19537011673041205,0.14560743968121295,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fremont/Greenlake,2001,0.10342974069295478,0.12120098177422244,0.08822297777010611,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Issaquah,2001,0.13100631526552808,0.15269430439797246,0.11228067067368966,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kenmore/LFP,2001,0.1534315724665303,0.17806568293503383,0.13196436069826278,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-East,2001,0.1824840047450809,0.21061955104851168,0.15771110694223828,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-SE,2001,0.1694083537359521,0.19602187146303704,0.14609589010893662,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-West,2001,0.16160468713130866,0.18725724090097395,0.1391923592659196,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland,2001,0.1296007649390359,0.1511000869599774,0.11103916054361876,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland North,2001,0.14977979932453686,0.1739621192242639,0.12874126845277048,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Mercer Isle/Pt Cities,2001,0.1261656569733879,0.1471981681869264,0.10803767900251908,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
NE Seattle,2001,0.1172055692194838,0.13698243762787926,0.10019723225612552,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Newcastle/Four Creeks,2001,0.15864806118760022,0.18390143014585425,0.1366074703592355,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
North Highline,2001,0.17297525820190968,0.2000047900481679,0.14923858191193973,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
North Seattle,2001,0.118662343077323,0.138637597599465,0.10147794988425916,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
NW Seattle,2001,0.11932765914780608,0.1394035879365846,0.1020480069889683,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
QA/Magnolia,2001,0.06708128041644813,0.07917755539090221,0.05688190138403448,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Redmond,2001,0.1447392425544041,0.16826843050513346,0.12431104241448922,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Renton-East,2001,0.15282637584045247,0.1773889045510654,0.1314385434371862,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Renton-North,2001,0.12775708318892698,0.14903680936224029,0.10940977030629118,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Renton-South,2001,0.150836999964189,0.17513448961661035,0.12969137479081627,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Sammamish,2001,0.1583794767318006,0.183605634852775,0.13635919187545892,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
SE Seattle,2001,0.1713059527582887,0.1981288759120146,0.1477605001958875,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
SeaTac/Tukwila,2001,0.1496905640511865,0.17382949268675557,0.1286802165611026,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Shoreline,2001,0.1402236011737142,0.16315001488242037,0.12033824218237874,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Snoqualmie/North Bend/Skykomish,2001,0.1874035664973412,0.21605210123300417,0.16212508691792246,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Vashon Island,2001,0.1402159312676915,0.1631355503252773,0.12034849829230304,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
West Seattle,2001,0.0991753657089684,0.1163340839976731,0.08453984745737127,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-North,2002,0.15809287421757406,0.1817713814980388,0.13691703063476418,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Auburn-South,2002,0.17636282597621675,0.202100700513248,0.15319193811693713,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Ballard,2002,0.10243051912491656,0.11895436115180004,0.0879156466093892,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Beacon/Gtown/S.Park,2002,0.15042532514014068,0.17313717783943214,0.13012606147701283,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bear Creek/Carnation/Duvall,2002,0.17060474151496238,0.1956836640268369,0.14805352449791312,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-Central,2002,0.16235590279734746,0.1865156117210447,0.1406992396608917,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-NE,2002,0.16679457448709706,0.191429200709913,0.14467269294854648,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-South,2002,0.16649691937925856,0.1911290903625586,0.14438657775940253,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bellevue-West,2002,0.116917908593785,0.1354329936075455,0.1006002022629718,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Black Diamond/Enumclaw/SE County,2002,0.1705211966390645,0.19561462741931696,0.14797670420681527,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Bothell/Woodinville,2002,0.13651869552701806,0.1575789383138913,0.1178205978595008,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Burien,2002,0.14481616534987235,0.16689571030600084,0.12514823164715355,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Capitol Hill/E.lake,2002,0.05266858996945259,0.06174069565294259,0.04486210104563622,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Central Seattle,2002,0.11458866889778106,0.13277278169802753,0.09854580735259352,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Covington/Maple Valley,2002,0.1905187860850744,0.21775308450286676,0.165866328173041,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Delridge,2002,0.15653724567115743,0.17999464140926097,0.13553093662972254,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Des Moines/Normandy Park,2002,0.1402400171094789,0.16176118227891248,0.12111307010399398,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Downtown,2002,0.03269056992403643,0.03847582360287761,0.02776017729422567,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
East Federal Way,2002,0.18867975864193004,0.2157295783262396,0.16421072765178835,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fairwood,2002,0.17534847749638488,0.2009506188253765,0.15228862347821193,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Central/Military Rd,2002,0.16779973903933348,0.19260750145666303,0.14553332071022196,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fed Way-Dash Point/Woodmont,2002,0.16832216938398725,0.19315773281267995,0.14601590488396415,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Fremont/Greenlake,2002,0.10308425010180336,0.11969460551213588,0.08849395677916555,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Issaquah,2002,0.13058200716148768,0.15087396481663395,0.11261036558846577,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kenmore/LFP,2002,0.15294744629791704,0.17599907844312732,0.13234541795098936,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-East,2002,0.181927891925188,0.20827042681799504,0.15815331886778528,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-SE,2002,0.16888385720359728,0.19379499817900625,0.14651289803126055,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kent-West,2002,0.16109966655095753,0.18511014236368675,0.13959026725694243,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland,2002,0.12918039205949702,0.1492905929321398,0.1113684714886726,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Kirkland North,2002,0.14930518918131164,0.17192846429396158,0.12911875457865185,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Mercer Isle/Pt Cities,2002,0.1257548364505569,0.1454282410869221,0.1083592507507548,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
NE Seattle,2002,0.1168200674673698,0.13531114383992338,0.10049990695031807,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
Newcastle/Four Creeks,2002,0.15815056333595026,0.1817902700171457,0.13699417714862766,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
North Highline,2002,0.17244203073803688,0.19774122183542403,0.14966194721950876,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
North Seattle,2002,0.11827257767135262,0.13695163057963455,0.10178281816467497,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
NW Seattle,2002,0.11893602203331038,0.13770866755977118,0.10235482856386233,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
QA/Magnolia,2002,0.0668482255560247,0.07814763466854356,0.05706388109404013,Renter Occupied,3,NA,NA,NA,NA,NA,NA,NA,NA
