FID_HRA_20,GEOID,Year,short_label,tenure,value,moe,SE,CoV
19,Fairwood,2019,7,Renter,93.12924731,159.5048083,96.97203793,1.041262984
19,Fairwood,2019,NA,Owner,9123.904847,1193.761146,725.7552443,0.079544368
20,Fed Way-Central/Military Rd,2010,0,Total,21565.88786,0,0,0
20,Fed Way-Central/Military Rd,2010,1,Owner,2548.414196,0,0,0
20,Fed Way-Central/Military Rd,2010,1,Renter,3513.877715,0,0,0
20,Fed Way-Central/Military Rd,2010,2,Owner,3744.079088,0,0,0
20,Fed Way-Central/Military Rd,2010,2,Renter,2679.685324,0,0,0
20,Fed Way-Central/Military Rd,2010,3,Owner,1878.961376,0,0,0
20,Fed Way-Central/Military Rd,2010,3,Renter,1618.749577,0,0,0
20,Fed Way-Central/Military Rd,2010,4,Owner,1709.513883,0,0,0
20,Fed Way-Central/Military Rd,2010,4,Renter,1173.29226,0,0,0
20,Fed Way-Central/Military Rd,2010,5,Owner,812.7123358,0,0,0
20,Fed Way-Central/Military Rd,2010,5,Renter,641.2700055,0,0,0
20,Fed Way-Central/Military Rd,2010,6,Owner,685.1071467,0,0,0
20,Fed Way-Central/Military Rd,2010,7,Owner,560.2249564,0,0,0
20,Fed Way-Central/Military Rd,2010,NA,Owner,21565.88786,0,0,0
20,Fed Way-Central/Military Rd,2014,0,Total,22253.15966,1642.802089,998.7527537,0.044881391
20,Fed Way-Central/Military Rd,2014,1,Owner,2396.259846,1122.702887,682.5548902,0.284841768
20,Fed Way-Central/Military Rd,2014,1,Renter,3555.965621,1518.046465,922.9067193,0.259537582
20,Fed Way-Central/Military Rd,2014,2,Owner,4079.200783,1360.529821,827.1433997,0.202770945
20,Fed Way-Central/Military Rd,2014,2,Renter,3201.553232,1502.939063,913.7220713,0.285399619
20,Fed Way-Central/Military Rd,2014,3,Owner,2238.707207,1186.476255,721.3263448,0.322206648
20,Fed Way-Central/Military Rd,2014,3,Renter,1681.699486,1187.887798,722.1845023,0.429437309
20,Fed Way-Central/Military Rd,2014,4,Owner,1494.633979,797.3635452,484.7626148,0.324335337
20,Fed Way-Central/Military Rd,2014,4,Renter,1394.549263,1071.842365,651.6338887,0.467272047
20,Fed Way-Central/Military Rd,2014,5,Owner,676.6232592,632.089459,384.283105,0.567942499
20,Fed Way-Central/Military Rd,2014,5,Renter,613.1043853,681.8875591,414.5582002,0.67616251
20,Fed Way-Central/Military Rd,2014,6,Owner,310.389351,397.4779237,241.6494193,0.778536437
20,Fed Way-Central/Military Rd,2014,6,Renter,353.2889686,564.4196449,343.1427792,0.971280764
20,Fed Way-Central/Military Rd,2014,7,Owner,125.276467,299.1543993,181.8729609,1.451772748
20,Fed Way-Central/Military Rd,2014,7,Renter,131.907813,287.9683779,175.0723427,1.327232547
20,Fed Way-Central/Military Rd,2014,NA,Owner,22253.15966,3667.88545,2229.916018,0.100206715
20,Fed Way-Central/Military Rd,2019,0,Total,23502.58645,1358.897482,826.1510078,0.035151493
20,Fed Way-Central/Military Rd,2019,1,Owner,2658.228437,1244.436178,756.5634763,0.284611911
20,Fed Way-Central/Military Rd,2019,1,Renter,3664.773159,1454.095689,884.0274081,0.241222954
20,Fed Way-Central/Military Rd,2019,2,Owner,4281.120941,1542.290892,937.6462848,0.219018873
20,Fed Way-Central/Military Rd,2019,2,Renter,3169.826512,1515.226496,921.1923004,0.290612845
20,Fed Way-Central/Military Rd,2019,3,Owner,1948.650737,1074.046329,652.9738034,0.33509022
20,Fed Way-Central/Military Rd,2019,3,Renter,1493.25177,1106.185815,672.5132235,0.450368275
20,Fed Way-Central/Military Rd,2019,4,Owner,1923.260655,1012.728742,615.6953579,0.320131001
20,Fed Way-Central/Military Rd,2019,4,Renter,1354.36945,1145.22529,696.2475392,0.514075048
20,Fed Way-Central/Military Rd,2019,5,Owner,964.9388182,779.4743375,473.8867488,0.491105488
20,Fed Way-Central/Military Rd,2019,5,Renter,732.1578122,738.8819756,449.208345,0.613540329
20,Fed Way-Central/Military Rd,2019,6,Owner,391.2727816,485.334402,295.0623654,0.754109101
20,Fed Way-Central/Military Rd,2019,6,Renter,342.4614501,486.1097742,295.5337583,0.862969418
20,Fed Way-Central/Military Rd,2019,7,Owner,350.6475777,447.9194335,272.3156797,0.776607902
20,Fed Way-Central/Military Rd,2019,7,Renter,227.626344,388.0854166,235.9391804,1.036519659
20,Fed Way-Central/Military Rd,2019,NA,Owner,23502.58645,3819.188961,2321.902021,0.098793468
21,Fed Way-Dash Point/Woodmont,2010,0,Total,11721.18386,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,1,Owner,1455.551966,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,1,Renter,1201.813986,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,2,Owner,2928.838798,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,2,Renter,1075.676733,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,3,Owner,1265.2,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,3,Renter,681.483204,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,4,Owner,1107.564743,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,4,Renter,543.6757138,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,5,Owner,486.9484946,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,5,Renter,344.9334138,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,6,Owner,336.6332813,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,7,Owner,292.8635231,0,0,0
21,Fed Way-Dash Point/Woodmont,2010,NA,Owner,11721.18386,0,0,0
21,Fed Way-Dash Point/Woodmont,2014,0,Total,12039.52061,766.5148878,466.0079628,0.038706521
21,Fed Way-Dash Point/Woodmont,2014,1,Owner,1396.435431,611.8375665,371.9708285,0.266371663
21,Fed Way-Dash Point/Woodmont,2014,1,Renter,1206.839454,589.4585034,358.3653243,0.296945317
21,Fed Way-Dash Point/Woodmont,2014,2,Owner,3233.154489,773.0305619,469.9692114,0.145359343
21,Fed Way-Dash Point/Woodmont,2014,2,Renter,1099.048465,598.2674763,363.7207995,0.330941547
21,Fed Way-Dash Point/Woodmont,2014,3,Owner,1295.116792,595.3768664,361.9634335,0.279483237
21,Fed Way-Dash Point/Woodmont,2014,3,Renter,611.274334,482.5257653,293.3548356,0.479907006
21,Fed Way-Dash Point/Woodmont,2014,4,Owner,1107.657543,562.1488098,341.7622095,0.308545012
21,Fed Way-Dash Point/Woodmont,2014,4,Renter,569.5686979,433.8791156,263.7797725,0.463121961
21,Fed Way-Dash Point/Woodmont,2014,5,Owner,433.327496,340.0664312,206.7457101,0.477111912
21,Fed Way-Dash Point/Woodmont,2014,5,Renter,415.1502735,434.0755114,263.8991727,0.635671441
21,Fed Way-Dash Point/Woodmont,2014,6,Owner,260.7692079,307.5452345,186.9742264,0.717010371
21,Fed Way-Dash Point/Woodmont,2014,6,Renter,189.2220663,275.8360323,167.6964003,0.886241249
21,Fed Way-Dash Point/Woodmont,2014,7,Owner,121.4923743,187.211399,113.816449,0.936819695
21,Fed Way-Dash Point/Woodmont,2014,7,Renter,100.4639869,171.3929456,104.1995122,1.03718273
21,Fed Way-Dash Point/Woodmont,2014,NA,Owner,12039.52061,1835.012189,1115.608197,0.092662178
21,Fed Way-Dash Point/Woodmont,2019,0,Total,11994.93525,680.1030503,413.4732958,0.034470657
21,Fed Way-Dash Point/Woodmont,2019,1,Owner,1486.285715,682.8642614,415.151993,0.279321794
21,Fed Way-Dash Point/Woodmont,2019,1,Renter,1317.391276,806.4902501,490.3112574,0.372183471
21,Fed Way-Dash Point/Woodmont,2019,2,Owner,3075.59304,867.5236443,527.4169264,0.171484627
21,Fed Way-Dash Point/Woodmont,2019,2,Renter,1117.865321,639.5299612,388.8066091,0.347811675
21,Fed Way-Dash Point/Woodmont,2019,3,Owner,1215.35678,615.1671416,373.9950665,0.307724507
21,Fed Way-Dash Point/Woodmont,2019,3,Renter,659.8027284,512.5191202,311.5895006,0.472246457
21,Fed Way-Dash Point/Woodmont,2019,4,Owner,903.2901094,491.5163427,298.8207185,0.330813673
21,Fed Way-Dash Point/Woodmont,2019,4,Renter,720.4677568,668.543888,406.4458242,0.564141588
21,Fed Way-Dash Point/Woodmont,2019,5,Owner,512.9107153,443.3491347,269.5371354,0.52550498
21,Fed Way-Dash Point/Woodmont,2019,5,Renter,365.9360644,415.1765125,252.4093972,0.689763655
21,Fed Way-Dash Point/Woodmont,2019,6,Owner,148.9808702,219.2728974,133.308456,0.894802506
21,Fed Way-Dash Point/Woodmont,2019,6,Renter,315.7818334,361.8722095,220.002682,0.696692016
21,Fed Way-Dash Point/Woodmont,2019,7,Owner,98.77739852,148.4215777,90.23391214,0.91350768
21,Fed Way-Dash Point/Woodmont,2019,7,Renter,56.49563918,136.3063416,82.86837158,1.466810055
21,Fed Way-Dash Point/Woodmont,2019,NA,Owner,11994.93525,2107.851516,1281.48273,0.106835319
22,Fremont/Greenlake,2010,0,Total,24641.21739,0,0,0
22,Fremont/Greenlake,2010,1,Owner,3090.399292,0,0,0
22,Fremont/Greenlake,2010,1,Renter,6787.36448,0,0,0
22,Fremont/Greenlake,2010,2,Owner,4044.03606,0,0,0
22,Fremont/Greenlake,2010,2,Renter,4633.154349,0,0,0
22,Fremont/Greenlake,2010,3,Owner,1764.476741,0,0,0
22,Fremont/Greenlake,2010,3,Renter,1423.902144,0,0,0
22,Fremont/Greenlake,2010,4,Owner,1403.516553,0,0,0
22,Fremont/Greenlake,2010,4,Renter,684.825444,0,0,0
22,Fremont/Greenlake,2010,5,Owner,294.6341348,0,0,0
22,Fremont/Greenlake,2010,5,Renter,244.9718936,0,0,0
22,Fremont/Greenlake,2010,6,Owner,166.6978404,0,0,0
22,Fremont/Greenlake,2010,7,Owner,103.2384577,0,0,0
22,Fremont/Greenlake,2010,NA,Owner,24641.21739,0,0,0
22,Fremont/Greenlake,2014,0,Total,24632.07663,1417.752495,861.932315,0.034992272
22,Fremont/Greenlake,2014,1,Owner,3012.326941,1165.062859,708.3079244,0.23513647
22,Fremont/Greenlake,2014,1,Renter,6633.669982,1637.758076,995.6862115,0.150095831
22,Fremont/Greenlake,2014,2,Owner,3886.489947,1247.017224,758.132641,0.195068726
22,Fremont/Greenlake,2014,2,Renter,4842.438491,1483.564646,901.9432623,0.186258073
22,Fremont/Greenlake,2014,3,Owner,1806.136486,848.4113935,515.7975029,0.285580579
22,Fremont/Greenlake,2014,3,Renter,1403.086457,911.7158152,554.2838586,0.395046118
22,Fremont/Greenlake,2014,4,Owner,1538.549133,736.3716524,447.6821769,0.290976848
22,Fremont/Greenlake,2014,4,Renter,785.6192899,664.7918258,404.1647323,0.514453677
22,Fremont/Greenlake,2014,5,Owner,330.7534767,373.4474482,227.0399275,0.686432475
22,Fremont/Greenlake,2014,5,Renter,212.8958459,334.8442786,203.5708668,0.956199338
22,Fremont/Greenlake,2014,6,Owner,15.19797556,182.4432661,110.9176301,7.29818453
22,Fremont/Greenlake,2014,6,Renter,19.97848952,191.8223833,116.6197285,5.837264542
22,Fremont/Greenlake,2014,7,Owner,11.63312832,185.8716432,113.0019353,9.7138046
22,Fremont/Greenlake,2014,7,Renter,133.3009896,289.7633418,176.1636033,1.321547603
22,Fremont/Greenlake,2014,NA,Owner,24632.07663,3195.631292,1942.805876,0.078873004
22,Fremont/Greenlake,2019,0,Total,28043.27654,1783.542391,1084.316782,0.038665838
22,Fremont/Greenlake,2019,1,Owner,3199.499038,1226.225068,745.4919074,0.233002698
22,Fremont/Greenlake,2019,1,Renter,7386.674026,1973.050602,1199.529593,0.162391029
22,Fremont/Greenlake,2019,2,Owner,4025.883821,1300.910956,790.8977034,0.196453186
22,Fremont/Greenlake,2019,2,Renter,6059.858173,1805.261197,1097.520878,0.181113295
22,Fremont/Greenlake,2019,3,Owner,1990.760235,1095.142383,665.7992935,0.334444742
22,Fremont/Greenlake,2019,3,Renter,1675.471216,1029.061462,625.6249464,0.373402384
22,Fremont/Greenlake,2019,4,Owner,1734.118318,840.7227338,511.1231298,0.294745246
22,Fremont/Greenlake,2019,4,Renter,840.6740242,714.5611896,434.422357,0.516754824
22,Fremont/Greenlake,2019,5,Owner,427.9331435,488.7955343,297.1665845,0.694422923
22,Fremont/Greenlake,2019,5,Renter,427.43098,570.9185864,347.0938551,0.812046556
22,Fremont/Greenlake,2019,6,Owner,86.92862118,259.8735435,157.9918962,1.81748996
22,Fremont/Greenlake,2019,6,Renter,66.96322666,225.277253,136.958845,2.045284432
22,Fremont/Greenlake,2019,7,Owner,39.80092836,221.3921469,134.5968682,3.381751978
22,Fremont/Greenlake,2019,7,Renter,81.28078676,259.1306074,157.5402231,1.938222173
22,Fremont/Greenlake,2019,NA,Owner,28043.27654,4010.428832,2438.167607,0.086943036
23,Issaquah,2010,0,Total,7650.144085,0,0,0
23,Issaquah,2010,1,Owner,1234.615384,0,0,0
23,Issaquah,2010,1,Renter,1118.47099,0,0,0
23,Issaquah,2010,2,Owner,1800.609618,0,0,0
23,Issaquah,2010,2,Renter,808.0031277,0,0,0
23,Issaquah,2010,3,Owner,806.5792755,0,0,0
23,Issaquah,2010,3,Renter,352.1084396,0,0,0
23,Issaquah,2010,4,Owner,853.2956019,0,0,0
23,Issaquah,2010,4,Renter,199.3614164,0,0,0
23,Issaquah,2010,5,Owner,273.3498444,0,0,0
23,Issaquah,2010,5,Renter,75.86253824,0,0,0
23,Issaquah,2010,6,Owner,85.7012966,0,0,0
23,Issaquah,2010,7,Owner,42.18655306,0,0,0
23,Issaquah,2010,NA,Owner,7650.144085,0,0,0
23,Issaquah,2014,0,Total,7950.267424,487.9856063,296.6741832,0.037316252
23,Issaquah,2014,1,Owner,1190.996887,407.3825284,247.6709914,0.207952677
23,Issaquah,2014,1,Renter,1284.118497,486.7700478,295.9351761,0.230457841
23,Issaquah,2014,2,Owner,1908.221035,472.642006,287.3459366,0.150583151
23,Issaquah,2014,2,Renter,932.2470561,437.1161616,265.7477568,0.285061514
23,Issaquah,2014,3,Owner,788.1895001,386.0631827,234.7097495,0.2977834
23,Issaquah,2014,3,Renter,443.6981163,325.1855166,197.6987564,0.445570421
23,Issaquah,2014,4,Owner,815.6045258,314.5509748,191.2334141,0.234468309
23,Issaquah,2014,4,Renter,216.4305809,197.7822037,120.243042,0.555573254
23,Issaquah,2014,5,Owner,198.603533,174.7127747,106.217825,0.534823441
23,Issaquah,2014,5,Renter,46.38629719,88.36192852,53.72023812,1.158105763
23,Issaquah,2014,6,Owner,69.32518164,120.5415717,73.28407204,1.057106095
23,Issaquah,2014,6,Renter,23.33840839,81.8271339,49.74736509,2.131566312
23,Issaquah,2014,7,Owner,16.43863687,67.66724898,41.13876631,2.502565549
23,Issaquah,2014,7,Renter,16.66916875,62.82749831,38.19640683,2.291440408
23,Issaquah,2014,NA,Owner,7950.267424,1221.036018,742.3371892,0.093372606
23,Issaquah,2019,0,Total,8573.057805,499.2869904,303.5449369,0.035406846
23,Issaquah,2019,1,Owner,1301.31578,457.6132485,278.2091008,0.213790615
23,Issaquah,2019,1,Renter,853.6481005,419.5780886,255.0853655,0.298817938
23,Issaquah,2019,2,Owner,2029.073393,530.1741238,322.3229807,0.158852303
23,Issaquah,2019,2,Renter,1099.290075,465.3625041,282.9203137,0.257366386
23,Issaquah,2019,3,Owner,831.4110519,401.134088,243.8722093,0.293323271
23,Issaquah,2019,3,Renter,501.0455199,341.4262651,207.5724304,0.414278588
23,Issaquah,2019,4,Owner,941.4082327,345.1613982,209.8432302,0.222903543
23,Issaquah,2019,4,Renter,282.3809283,238.6970976,145.1175312,0.513906984
23,Issaquah,2019,5,Owner,350.1557807,226.8150163,137.8937387,0.393806832
23,Issaquah,2019,5,Renter,237.0984789,253.1281096,153.8909636,0.649059262
23,Issaquah,2019,6,Owner,39.75502894,88.17688021,53.60773674,1.34845171
23,Issaquah,2019,6,Renter,57.03394664,107.2723963,65.21698623,1.14347665
23,Issaquah,2019,7,Owner,23.30195038,77.20486546,46.93722541,2.014304582
23,Issaquah,2019,7,Renter,26.13953811,84.56731848,51.41327903,1.96687787
23,Issaquah,2019,NA,Owner,8573.057805,1209.055136,735.05333,0.085739925
24,Kenmore/LFP,2010,0,Total,13986.30075,0,0,0
24,Kenmore/LFP,2010,1,Owner,1979.407486,0,0,0
24,Kenmore/LFP,2010,1,Renter,1332.340512,0,0,0
24,Kenmore/LFP,2010,2,Owner,3897.654639,0,0,0
24,Kenmore/LFP,2010,2,Renter,1121.392071,0,0,0
24,Kenmore/LFP,2010,3,Owner,1905.351474,0,0,0
24,Kenmore/LFP,2010,3,Renter,595.0506546,0,0,0
24,Kenmore/LFP,2010,4,Owner,1736.120332,0,0,0
24,Kenmore/LFP,2010,4,Renter,374.9876945,0,0,0
24,Kenmore/LFP,2010,5,Owner,506.7612021,0,0,0
24,Kenmore/LFP,2010,5,Renter,171.291244,0,0,0
24,Kenmore/LFP,2010,6,Owner,221.77292,0,0,0
24,Kenmore/LFP,2010,7,Owner,144.1705208,0,0,0
24,Kenmore/LFP,2010,NA,Owner,13986.30075,0,0,0
24,Kenmore/LFP,2014,0,Total,14335.4473,915.1103584,556.3475944,0.038809225
24,Kenmore/LFP,2014,1,Owner,2163.469041,823.0253824,500.363904,0.231278514
24,Kenmore/LFP,2014,1,Renter,1156.634608,548.7827088,333.636197,0.288454275
24,Kenmore/LFP,2014,2,Owner,4199.523317,873.7833911,531.2225822,0.126495924
24,Kenmore/LFP,2014,2,Renter,1086.575413,637.0728438,387.3127878,0.356452744
24,Kenmore/LFP,2014,3,Owner,1736.652852,673.9709915,409.7452688,0.235939652
24,Kenmore/LFP,2014,3,Renter,575.4987922,468.8681135,285.0515729,0.4953122
24,Kenmore/LFP,2014,4,Owner,1731.902282,649.7837542,395.0404727,0.228096283
24,Kenmore/LFP,2014,4,Renter,462.3600084,402.8287189,244.9024718,0.529679184
24,Kenmore/LFP,2014,5,Owner,466.8892556,357.9352289,217.6091678,0.466083049
24,Kenmore/LFP,2014,5,Renter,406.6414903,396.623768,241.1301294,0.592979652
24,Kenmore/LFP,2014,6,Owner,201.9601228,270.1209999,164.2219073,0.813140263
24,Kenmore/LFP,2014,6,Renter,76.48686333,172.5068341,104.8767083,1.371172823
24,Kenmore/LFP,2014,7,Owner,52.04078542,138.4676482,84.18235271,1.61762264
24,Kenmore/LFP,2014,7,Renter,18.8124642,113.2577774,68.85583952,3.660118036
24,Kenmore/LFP,2014,NA,Owner,14335.4473,2029.188212,1233.658837,0.086056529
24,Kenmore/LFP,2019,0,Total,15083.92853,872.471549,530.4250389,0.035164913
24,Kenmore/LFP,2019,1,Owner,1895.547872,713.4474596,433.7452573,0.228823162
24,Kenmore/LFP,2019,1,Renter,1538.731006,668.9328445,406.6822929,0.264297198
24,Kenmore/LFP,2019,2,Owner,4385.82444,957.4192171,582.069554,0.132716109
24,Kenmore/LFP,2019,2,Renter,985.7715597,551.2356693,335.1274912,0.339964658
24,Kenmore/LFP,2019,3,Owner,2074.851548,772.9977813,469.9492822,0.226497786
24,Kenmore/LFP,2019,3,Renter,626.99344,492.8481529,299.6304017,0.477884428
24,Kenmore/LFP,2019,4,Owner,2090.906708,720.3258675,437.9270324,0.209443602
24,Kenmore/LFP,2019,4,Renter,590.9536739,484.8344607,294.7584227,0.498784314
24,Kenmore/LFP,2019,5,Owner,469.4101436,365.8973689,222.4498052,0.473892199
24,Kenmore/LFP,2019,5,Renter,117.2254265,221.0756931,134.404478,1.146547144
24,Kenmore/LFP,2019,6,Owner,185.9525026,233.6609467,142.0557689,0.763935773
24,Kenmore/LFP,2019,6,Renter,69.75236993,154.4300381,93.88679672,1.346001531
24,Kenmore/LFP,2019,7,Owner,30.66034432,121.0546528,73.59600323,2.400364538
24,Kenmore/LFP,2019,7,Renter,21.34749931,115.533475,70.23936546,3.290285407
24,Kenmore/LFP,2019,NA,Owner,15083.92853,1989.630387,1209.609387,0.080191933
25,Kent-East,2010,0,Total,11328.01352,0,0,0
25,Kent-East,2010,1,Owner,1307.911427,0,0,0
25,Kent-East,2010,1,Renter,875.0014818,0,0,0
25,Kent-East,2010,2,Owner,2497.316351,0,0,0
25,Kent-East,2010,2,Renter,913.4631836,0,0,0
25,Kent-East,2010,3,Owner,1385.643703,0,0,0
25,Kent-East,2010,3,Renter,647.3261676,0,0,0
25,Kent-East,2010,4,Owner,1304.71733,0,0,0
25,Kent-East,2010,4,Renter,555.8444381,0,0,0
25,Kent-East,2010,5,Owner,604.6058298,0,0,0
25,Kent-East,2010,5,Renter,374.934235,0,0,0
25,Kent-East,2010,6,Owner,448.2136796,0,0,0
25,Kent-East,2010,7,Owner,413.0356898,0,0,0
25,Kent-East,2010,NA,Owner,11328.01352,0,0,0
25,Kent-East,2014,0,Total,11270.14147,719.1381865,437.2049736,0.038793211
25,Kent-East,2014,1,Owner,1305.404032,541.51845,329.2198413,0.252197659
25,Kent-East,2014,1,Renter,911.5625584,499.9184061,303.9288104,0.333415197
25,Kent-East,2014,2,Owner,2573.750411,719.9869135,437.720963,0.170071255
25,Kent-East,2014,2,Renter,1113.409665,637.7628112,387.7322582,0.348238632
25,Kent-East,2014,3,Owner,1206.601587,528.9155881,321.5578453,0.266498775
25,Kent-East,2014,3,Renter,692.6112052,492.0175521,299.1254322,0.431880729
25,Kent-East,2014,4,Owner,1299.311004,627.8321815,381.694864,0.29376713
25,Kent-East,2014,4,Renter,669.4417626,458.0287516,278.4617087,0.415961065
25,Kent-East,2014,5,Owner,450.7776088,355.5629007,216.1668947,0.479542219
25,Kent-East,2014,5,Renter,137.5143207,213.0246956,129.509819,0.941791505
25,Kent-East,2014,6,Owner,232.0184597,244.8580702,148.8631366,0.6416004
25,Kent-East,2014,6,Renter,175.4176201,242.5745696,147.4748669,0.840707261
25,Kent-East,2014,7,Owner,324.8271908,317.1338646,192.8036996,0.59355776
25,Kent-East,2014,7,Renter,177.4940406,254.5455513,154.7527069,0.871875509
25,Kent-East,2014,NA,Owner,11270.14147,1746.184125,1061.604569,0.094196206
25,Kent-East,2019,0,Total,11525.08455,624.1902852,379.4807483,0.032926504
25,Kent-East,2019,1,Owner,1304.355734,624.2208886,379.4993538,0.290947741
25,Kent-East,2019,1,Renter,654.0579497,456.2389501,277.3735867,0.424081057
25,Kent-East,2019,2,Owner,2766.158908,748.8906969,455.2932156,0.16459402
25,Kent-East,2019,2,Renter,927.9526392,582.6922332,354.2517241,0.381756255
25,Kent-East,2019,3,Owner,1444.932283,614.0899883,373.3402038,0.258379032
25,Kent-East,2019,3,Renter,625.1767574,502.9286483,305.7589077,0.489075936
25,Kent-East,2019,4,Owner,1280.134165,629.7262449,382.8463728,0.299067382
25,Kent-East,2019,4,Renter,663.9367304,550.4596815,334.6557241,0.504047613
25,Kent-East,2019,5,Owner,623.6806733,404.5659509,245.9586338,0.394366291
25,Kent-East,2019,5,Renter,473.225801,468.2177452,284.656177,0.601522944
25,Kent-East,2019,6,Owner,268.7525957,274.0340884,166.6008962,0.619904324
25,Kent-East,2019,6,Renter,131.9442429,251.8624451,153.1214942,1.160501518
25,Kent-East,2019,7,Owner,267.2832938,269.2629596,163.7002559,0.612459737
25,Kent-East,2019,7,Renter,93.49278018,204.9078393,124.5751208,1.332457122
25,Kent-East,2019,NA,Owner,11525.08455,1840.572753,1118.98878,0.09709159
26,Kent-SE,2010,0,Total,18042.18725,0,0,0
26,Kent-SE,2010,1,Owner,1827.345677,0,0,0
26,Kent-SE,2010,1,Renter,2900.849094,0,0,0
26,Kent-SE,2010,2,Owner,2980.846966,0,0,0
26,Kent-SE,2010,2,Renter,2152.499941,0,0,0
26,Kent-SE,2010,3,Owner,1617.150236,0,0,0
26,Kent-SE,2010,3,Renter,1421.471481,0,0,0
26,Kent-SE,2010,4,Owner,1462.924963,0,0,0
26,Kent-SE,2010,4,Renter,1107.546842,0,0,0
26,Kent-SE,2010,5,Owner,710.3059028,0,0,0
26,Kent-SE,2010,5,Renter,654.8614952,0,0,0
26,Kent-SE,2010,6,Owner,668.2187512,0,0,0
26,Kent-SE,2010,7,Owner,538.1659008,0,0,0
26,Kent-SE,2010,NA,Owner,18042.18725,0,0,0
26,Kent-SE,2014,0,Total,18021.90916,1235.069758,750.8690975,0.041664237
26,Kent-SE,2014,1,Owner,1871.025852,801.9985337,487.5804877,0.26059527
26,Kent-SE,2014,1,Renter,2960.707135,1070.66641,650.9189588,0.219852532
26,Kent-SE,2014,2,Owner,2554.309611,943.954815,573.8837788,0.224672756
26,Kent-SE,2014,2,Renter,2085.377033,1002.765019,609.6378439,0.292339387
26,Kent-SE,2014,3,Owner,1642.119457,965.0077109,586.6830307,0.357271834
26,Kent-SE,2014,3,Renter,1443.363086,952.548433,579.1083275,0.401221517
26,Kent-SE,2014,4,Owner,1644.516284,947.8716476,576.2650439,0.350416137
26,Kent-SE,2014,4,Renter,1416.652722,901.6421459,548.1595026,0.386939928
26,Kent-SE,2014,5,Owner,592.0209127,561.4789628,341.3549714,0.576592759
26,Kent-SE,2014,5,Renter,499.0923537,552.3775269,335.8216913,0.672864829
26,Kent-SE,2014,6,Owner,209.4676733,304.6603506,185.2203416,0.884243085
26,Kent-SE,2014,6,Renter,478.5949518,521.7750603,317.2167126,0.662808313
26,Kent-SE,2014,7,Owner,317.4746601,390.0719377,237.1468995,0.746978985
26,Kent-SE,2014,7,Renter,307.1874299,421.7899924,256.4301075,0.83476758
26,Kent-SE,2014,NA,Owner,18021.90916,2938.506252,1786.484952,0.099128507
26,Kent-SE,2019,0,Total,18702.78929,1138.678941,692.2676414,0.037014139
26,Kent-SE,2019,1,Owner,1679.02256,858.3715893,521.852872,0.31080754
26,Kent-SE,2019,1,Renter,2456.901389,983.7330182,598.0672092,0.243423367
26,Kent-SE,2019,2,Owner,2940.58591,1130.223319,687.1269884,0.233670095
26,Kent-SE,2019,2,Renter,2688.102368,1237.740389,752.4927254,0.279934549
26,Kent-SE,2019,3,Owner,1795.213963,918.800578,558.5910885,0.311155717
26,Kent-SE,2019,3,Renter,1414.651321,897.9932663,545.9411413,0.385919225
26,Kent-SE,2019,4,Owner,1450.57687,808.441576,491.4975793,0.338829048
26,Kent-SE,2019,4,Renter,1386.649697,997.3903546,606.3702801,0.437291611
26,Kent-SE,2019,5,Owner,763.309732,626.8226222,381.0810956,0.499248312
26,Kent-SE,2019,5,Renter,703.1077877,726.1846328,441.4889087,0.627910708
26,Kent-SE,2019,6,Owner,458.6191008,498.3194275,302.9567004,0.660584568
26,Kent-SE,2019,6,Renter,223.6392718,336.7579014,204.7342669,0.915466525
26,Kent-SE,2019,7,Owner,390.3420334,398.494204,242.2672738,0.620653819
26,Kent-SE,2019,7,Renter,352.0672857,393.9135413,239.4824286,0.680217783
26,Kent-SE,2019,NA,Owner,18702.78929,2857.15639,1737.027747,0.092875331
27,Kent-West,2010,0,Total,10257.09941,0,0,0
27,Kent-West,2010,1,Owner,1579.545426,0,0,0
27,Kent-West,2010,1,Renter,1806.543006,0,0,0
27,Kent-West,2010,2,Owner,1765.20107,0,0,0
27,Kent-West,2010,2,Renter,1294.047529,0,0,0
27,Kent-West,2010,3,Owner,751.4247366,0,0,0
27,Kent-West,2010,3,Renter,786.658379,0,0,0
27,Kent-West,2010,4,Owner,564.0908184,0,0,0
27,Kent-West,2010,4,Renter,527.2691395,0,0,0
27,Kent-West,2010,5,Owner,292.3380279,0,0,0
27,Kent-West,2010,5,Renter,320.7050575,0,0,0
27,Kent-West,2010,6,Owner,303.827389,0,0,0
27,Kent-West,2010,7,Owner,265.4488278,0,0,0
27,Kent-West,2010,NA,Owner,10257.09941,0,0,0
27,Kent-West,2014,0,Total,10144.26723,786.170784,477.9578992,0.04711606
