,GEOID,moe,race_cat,YEAR,Less_1_occupant,More_1_occupant
4282,53033027600,107, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4283,53033027600,98, (HISPANIC OR LATINO HOUSEHOLDER),2009,265,NA
4284,53033027600,76, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,77
4285,53033027701,135, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4286,53033027701,134, (WHITE ALONE HOUSEHOLDER),2009,2190,NA
4287,53033027701,38, (WHITE ALONE HOUSEHOLDER),2009,NA,37
4288,53033027701,24, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,16,NA
4289,53033027701,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4290,53033027701,20, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,16,NA
4291,53033027701,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4292,53033027701,31, (ASIAN ALONE HOUSEHOLDER),2009,29,NA
4293,53033027701,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4294,53033027701,31, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,20,NA
4295,53033027701,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,0
4296,53033027701,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,0,0
4297,53033027701,28, (TWO OR MORE RACES HOUSEHOLDER),2009,24,NA
4298,53033027701,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4299,53033027701,139," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,NA
4300,53033027701,140," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,2157,NA
4301,53033027701,38," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,37
4302,53033027701,37, (HISPANIC OR LATINO HOUSEHOLDER),2009,33,NA
4303,53033027701,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4304,53033027702,159, (WHITE ALONE HOUSEHOLDER),2009,2121,NA
4305,53033027702,119, (WHITE ALONE HOUSEHOLDER),2009,NA,0
4306,53033027702,15, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,9,NA
4307,53033027702,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4308,53033027702,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4309,53033027702,25, (ASIAN ALONE HOUSEHOLDER),2009,22,NA
4310,53033027702,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4311,53033027702,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4312,53033027702,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,0,0
4313,53033027702,65, (TWO OR MORE RACES HOUSEHOLDER),2009,61,NA
4314,53033027702,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4315,53033027702,164," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,2101,NA
4316,53033027702,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4317,53033027702,67, (HISPANIC OR LATINO HOUSEHOLDER),2009,56,NA
4318,53033027702,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4319,53033027800,73, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4320,53033027800,76, (WHITE ALONE HOUSEHOLDER),2009,1336,NA
4321,53033027800,29, (WHITE ALONE HOUSEHOLDER),2009,NA,26
4322,53033027800,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,0,0
4323,53033027800,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4324,53033027800,14, (ASIAN ALONE HOUSEHOLDER),2009,8,NA
4325,53033027800,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4326,53033027800,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4327,53033027800,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,0,0
4328,53033027800,119, (TWO OR MORE RACES HOUSEHOLDER),2009,0,0
4329,53033027800,115," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,NA
4330,53033027800,114," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,1227,NA
4331,53033027800,29," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,26
4332,53033027800,74, (HISPANIC OR LATINO HOUSEHOLDER),2009,109,NA
4333,53033027800,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4334,53033027900,198, (WHITE ALONE HOUSEHOLDER),2009,2426,NA
4335,53033027900,119, (WHITE ALONE HOUSEHOLDER),2009,NA,0
4336,53033027900,58, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,36,NA
4337,53033027900,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4338,53033027900,78, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,NA
4339,53033027900,17, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,10,NA
4340,53033027900,77, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,47
4341,53033027900,97, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4342,53033027900,99, (ASIAN ALONE HOUSEHOLDER),2009,194,NA
4343,53033027900,21, (ASIAN ALONE HOUSEHOLDER),2009,NA,14
4344,53033027900,56, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,NA
4345,53033027900,59, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,42,NA
4346,53033027900,8, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,1
4347,53033027900,37, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,23,NA
4348,53033027900,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4349,53033027900,60, (TWO OR MORE RACES HOUSEHOLDER),2009,75,NA
4350,53033027900,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4351,53033027900,209," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,2306,NA
4352,53033027900,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4353,53033027900,136, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4354,53033027900,116, (HISPANIC OR LATINO HOUSEHOLDER),2009,179,NA
4355,53033027900,77, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,47
4356,53033028000,124, (WHITE ALONE HOUSEHOLDER),2009,985,NA
4357,53033028000,22, (WHITE ALONE HOUSEHOLDER),2009,NA,17
4358,53033028000,88, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,252,NA
4359,53033028000,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4360,53033028000,23, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,15,NA
4361,53033028000,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4362,53033028000,58, (ASIAN ALONE HOUSEHOLDER),2009,75,NA
4363,53033028000,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4364,53033028000,20, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,12,NA
4365,53033028000,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,0
4366,53033028000,99, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,NA
4367,53033028000,86, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,112,NA
4368,53033028000,53, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,70
4369,53033028000,57, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,NA
4370,53033028000,56, (TWO OR MORE RACES HOUSEHOLDER),2009,75,NA
4371,53033028000,14, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,9
4372,53033028000,116," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,NA
4373,53033028000,114," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,834,NA
4374,53033028000,17," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,11
4375,53033028000,106, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4376,53033028000,112, (HISPANIC OR LATINO HOUSEHOLDER),2009,278,NA
4377,53033028000,56, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,76
4378,53033028100,109, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4379,53033028100,111, (WHITE ALONE HOUSEHOLDER),2009,412,NA
4380,53033028100,21, (WHITE ALONE HOUSEHOLDER),2009,NA,16
4381,53033028100,98, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,NA
4382,53033028100,94, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,226,NA
4383,53033028100,14, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,9
4384,53033028100,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4385,53033028100,36, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4386,53033028100,25, (ASIAN ALONE HOUSEHOLDER),2009,24,NA
4387,53033028100,32, (ASIAN ALONE HOUSEHOLDER),2009,NA,38
4388,53033028100,44, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,34,NA
4389,53033028100,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,0
4390,53033028100,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,0,0
4391,53033028100,49, (TWO OR MORE RACES HOUSEHOLDER),2009,49,NA
4392,53033028100,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4393,53033028100,116," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,322,NA
4394,53033028100,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4395,53033028100,59, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4396,53033028100,58, (HISPANIC OR LATINO HOUSEHOLDER),2009,90,NA
4397,53033028100,21, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,16
4398,53033028200,143, (WHITE ALONE HOUSEHOLDER),2009,904,NA
4399,53033028200,30, (WHITE ALONE HOUSEHOLDER),2009,NA,29
4400,53033028200,84, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,NA
4401,53033028200,88, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,322,NA
4402,53033028200,18, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,12
4403,53033028200,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4404,53033028200,63, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4405,53033028200,65, (ASIAN ALONE HOUSEHOLDER),2009,131,NA
4406,53033028200,14, (ASIAN ALONE HOUSEHOLDER),2009,NA,8
4407,53033028200,57, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,59,NA
4408,53033028200,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,0
4409,53033028200,50, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,NA
4410,53033028200,19, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,12,NA
4411,53033028200,45, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,36
4412,53033028200,32, (TWO OR MORE RACES HOUSEHOLDER),2009,41,NA
4413,53033028200,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4414,53033028200,144," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,NA
4415,53033028200,143," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,802,NA
4416,53033028200,27," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,22
4417,53033028200,80, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4418,53033028200,59, (HISPANIC OR LATINO HOUSEHOLDER),2009,134,NA
4419,53033028200,47, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,43
4420,53033028300,136, (WHITE ALONE HOUSEHOLDER),2009,1010,NA
4421,53033028300,119, (WHITE ALONE HOUSEHOLDER),2009,NA,0
4422,53033028300,77, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,104,NA
4423,53033028300,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4424,53033028300,19, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,12,NA
4425,53033028300,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4426,53033028300,60, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4427,53033028300,59, (ASIAN ALONE HOUSEHOLDER),2009,135,NA
4428,53033028300,29, (ASIAN ALONE HOUSEHOLDER),2009,NA,30
4429,53033028300,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4430,53033028300,51, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,51,NA
4431,53033028300,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4432,53033028300,119, (TWO OR MORE RACES HOUSEHOLDER),2009,0,0
4433,53033028300,129," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,945,NA
4434,53033028300,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4435,53033028300,64, (HISPANIC OR LATINO HOUSEHOLDER),2009,87,NA
4436,53033028300,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4437,53033028402,151, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4438,53033028402,144, (WHITE ALONE HOUSEHOLDER),2009,965,NA
4439,53033028402,47, (WHITE ALONE HOUSEHOLDER),2009,NA,41
4440,53033028402,144, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,360,NA
4441,53033028402,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4442,53033028402,35, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,21,NA
4443,53033028402,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4444,53033028402,82, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4445,53033028402,81, (ASIAN ALONE HOUSEHOLDER),2009,169,NA
4446,53033028402,17, (ASIAN ALONE HOUSEHOLDER),2009,NA,10
4447,53033028402,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4448,53033028402,105, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,NA
4449,53033028402,87, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,125,NA
4450,53033028402,69, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,45
4451,53033028402,65, (TWO OR MORE RACES HOUSEHOLDER),2009,78,NA
4452,53033028402,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4453,53033028402,129," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,863,NA
4454,53033028402,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4455,53033028402,137, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4456,53033028402,121, (HISPANIC OR LATINO HOUSEHOLDER),2009,214,NA
4457,53033028402,85, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,86
4458,53033028403,215, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4459,53033028403,218, (WHITE ALONE HOUSEHOLDER),2009,1854,NA
4460,53033028403,18, (WHITE ALONE HOUSEHOLDER),2009,NA,11
4461,53033028403,148, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,NA
4462,53033028403,144, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,273,NA
4463,53033028403,21, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,10
4464,53033028403,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4465,53033028403,75, (ASIAN ALONE HOUSEHOLDER),2009,82,NA
4466,53033028403,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4467,53033028403,97, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,NA
4468,53033028403,87, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,77,NA
4469,53033028403,42, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,27
4470,53033028403,38, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,23,NA
4471,53033028403,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4472,53033028403,112, (TWO OR MORE RACES HOUSEHOLDER),2009,93,NA
4473,53033028403,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4474,53033028403,177," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,1673,NA
4475,53033028403,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4476,53033028403,129, (HISPANIC OR LATINO HOUSEHOLDER),2009,181,NA
4477,53033028403,18, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,11
4478,53033028500,121, (WHITE ALONE HOUSEHOLDER),2009,1269,NA
4479,53033028500,119, (WHITE ALONE HOUSEHOLDER),2009,NA,0
4480,53033028500,19, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,16,NA
4481,53033028500,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4482,53033028500,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4483,53033028500,83, (ASIAN ALONE HOUSEHOLDER),2009,136,NA
4484,53033028500,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4485,53033028500,26, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,22,NA
4486,53033028500,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,0
4487,53033028500,15, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,13,NA
4488,53033028500,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4489,53033028500,119, (TWO OR MORE RACES HOUSEHOLDER),2009,0,0
4490,53033028500,122," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,1199,NA
4491,53033028500,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4492,53033028500,55, (HISPANIC OR LATINO HOUSEHOLDER),2009,83,NA
4493,53033028500,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4494,53033028600,158, (WHITE ALONE HOUSEHOLDER),2009,2501,NA
4495,53033028600,119, (WHITE ALONE HOUSEHOLDER),2009,NA,0
4496,53033028600,32, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,20,NA
4497,53033028600,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4498,53033028600,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,0,0
4499,53033028600,68, (ASIAN ALONE HOUSEHOLDER),2009,156,NA
4500,53033028600,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4501,53033028600,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4502,53033028600,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,0,0
4503,53033028600,60, (TWO OR MORE RACES HOUSEHOLDER),2009,61,NA
4504,53033028600,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4505,53033028600,159," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,2486,NA
4506,53033028600,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4507,53033028600,48, (HISPANIC OR LATINO HOUSEHOLDER),2009,51,NA
4508,53033028600,119, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,0
4509,53033028700,172, (WHITE ALONE HOUSEHOLDER),2009,1646,NA
4510,53033028700,15, (WHITE ALONE HOUSEHOLDER),2009,NA,9
4511,53033028700,55, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,54,NA
4512,53033028700,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4513,53033028700,26, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,24,NA
4514,53033028700,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4515,53033028700,61, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4516,53033028700,25, (ASIAN ALONE HOUSEHOLDER),2009,41,NA
4517,53033028700,52, (ASIAN ALONE HOUSEHOLDER),2009,NA,34
4518,53033028700,15, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,NA
4519,53033028700,13, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,7,NA
4520,53033028700,11, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,NA,12
4521,53033028700,30, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,NA
4522,53033028700,31, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,34,NA
4523,53033028700,13, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,3
4524,53033028700,28, (TWO OR MORE RACES HOUSEHOLDER),2009,25,NA
4525,53033028700,119, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,0
4526,53033028700,162," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,1570,NA
4527,53033028700,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4528,53033028700,52, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4529,53033028700,51, (HISPANIC OR LATINO HOUSEHOLDER),2009,117,NA
4530,53033028700,21, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,12
4531,53033028801,135, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4532,53033028801,144, (WHITE ALONE HOUSEHOLDER),2009,737,NA
4533,53033028801,48, (WHITE ALONE HOUSEHOLDER),2009,NA,40
4534,53033028801,86, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,76,NA
4535,53033028801,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
4536,53033028801,25, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,22,NA
4537,53033028801,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4538,53033028801,22, (ASIAN ALONE HOUSEHOLDER),2009,17,NA
4539,53033028801,119, (ASIAN ALONE HOUSEHOLDER),2009,NA,0
4540,53033028801,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4541,53033028801,98, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,126,NA
4542,53033028801,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4543,53033028801,18, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,12
4544,53033028801,119, (TWO OR MORE RACES HOUSEHOLDER),2009,0,NA
4545,53033028801,143," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,683,NA
4546,53033028801,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4547,53033028801,109, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4548,53033028801,114, (HISPANIC OR LATINO HOUSEHOLDER),2009,190,NA
4549,53033028801,52, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,52
4550,53033028802,244, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4551,53033028802,222, (WHITE ALONE HOUSEHOLDER),2009,1249,NA
4552,53033028802,97, (WHITE ALONE HOUSEHOLDER),2009,NA,126
4553,53033028802,168, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,NA
4554,53033028802,173, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,465,NA
4555,53033028802,46, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,33
4556,53033028802,60, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,52,NA
4557,53033028802,119, (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),2009,NA,0
4558,53033028802,116, (ASIAN ALONE HOUSEHOLDER),2009,NA,NA
4559,53033028802,113, (ASIAN ALONE HOUSEHOLDER),2009,152,NA
4560,53033028802,55, (ASIAN ALONE HOUSEHOLDER),2009,NA,56
4561,53033028802,119, (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),2009,0,0
4562,53033028802,96, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,83,NA
4563,53033028802,119, (SOME OTHER RACE ALONE HOUSEHOLDER),2009,NA,0
4564,53033028802,43, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,NA
4565,53033028802,24, (TWO OR MORE RACES HOUSEHOLDER),2009,20,NA
4566,53033028802,34, (TWO OR MORE RACES HOUSEHOLDER),2009,NA,29
4567,53033028802,210," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,1066,NA
4568,53033028802,119," (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",2009,NA,0
4569,53033028802,162, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,NA
4570,53033028802,137, (HISPANIC OR LATINO HOUSEHOLDER),2009,282,NA
4571,53033028802,97, (HISPANIC OR LATINO HOUSEHOLDER),2009,NA,126
4572,53033028901,163, (WHITE ALONE HOUSEHOLDER),2009,NA,NA
4573,53033028901,160, (WHITE ALONE HOUSEHOLDER),2009,1217,NA
4574,53033028901,13, (WHITE ALONE HOUSEHOLDER),2009,NA,9
4575,53033028901,90, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,117,NA
4576,53033028901,119, (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),2009,NA,0
